IP地址	端口	TLS	数据中心	地区	城市	网络延迟	测速 MB/s
129.146.248.140	443	TRUE	LAX	North America	Los Angeles	293 ms	2953 kB/s
129.153.119.97	443	TRUE	LAX	North America	Los Angeles	290 ms	2909 kB/s
141.145.205.115	8443	TRUE	CDG	Europe	Paris	260 ms	2780 kB/s
164.152.26.70	2086	TRUE	ORD	North America	Chicago	247 ms	2694 kB/s
129.153.213.8	443	TRUE	LAX	North America	Los Angeles	298 ms	2446 kB/s
152.70.155.147	2096	TRUE	LAX	North America	Los Angeles	249 ms	2355 kB/s
152.70.148.46	2053	TRUE	LAX	North America	Los Angeles	243 ms	2093 kB/s
152.70.155.147	2083	TRUE	LAX	North America	Los Angeles	248 ms	2028 kB/s
150.230.122.76	443	TRUE	LHR	Europe	London	262 ms	1942 kB/s
155.248.202.141	443	TRUE	SJC	North America	San Jose	189 ms	1890 kB/s
144.24.240.193	8443	TRUE	MXP	Europe	Milan	275 ms	1681 kB/s
129.146.46.164	443	TRUE	LAX	North America	Los Angeles	289 ms	1596 kB/s
129.153.120.171	443	TRUE	LAX	North America	Los Angeles	292 ms	1496 kB/s
152.70.57.231	443	TRUE	FRA	Europe	Frankfurt	272 ms	1494 kB/s
150.136.241.40	8443	TRUE	IAD	North America	Ashburn	250 ms	1475 kB/s
144.21.57.36	443	TRUE	FRA	Europe	Frankfurt	266 ms	1351 kB/s
34.116.211.3	443	TRUE	FRA	Europe	Frankfurt	277 ms	1324 kB/s
35.242.239.61	443	TRUE	FRA	Europe	Frankfurt	258 ms	1177 kB/s
34.89.158.25	443	TRUE	FRA	Europe	Frankfurt	254 ms	1174 kB/s
140.238.195.98	443	TRUE	SYD	Oceania	Sydney	333 ms	1062 kB/s
34.118.108.19	443	TRUE	FRA	Europe	Frankfurt	258 ms	1059 kB/s
34.118.93.116	443	TRUE	FRA	Europe	Frankfurt	272 ms	1039 kB/s
34.147.125.86	443	TRUE	FRA	Europe	Frankfurt	247 ms	1027 kB/s
34.159.248.147	443	TRUE	FRA	Europe	Frankfurt	252 ms	1004 kB/s
138.2.142.230	443	TRUE	FRA	Europe	Frankfurt	263 ms	972 kB/s
192.9.180.162	443	TRUE	SYD	Oceania	Sydney	325 ms	937 kB/s
152.70.155.147	2087	TRUE	LAX	North America	Los Angeles	257 ms	928 kB/s
34.116.189.137	443	TRUE	FRA	Europe	Frankfurt	263 ms	918 kB/s
34.107.31.245	443	TRUE	FRA	Europe	Frankfurt	249 ms	891 kB/s
89.168.118.76	443	TRUE	FRA	Europe	Frankfurt	270 ms	887 kB/s
143.47.243.144	2053	TRUE	LHR	Europe	London	244 ms	777 kB/s
34.118.64.206	443	TRUE	FRA	Europe	Frankfurt	255 ms	742 kB/s
34.89.241.178	443	TRUE	FRA	Europe	Frankfurt	259 ms	681 kB/s
132.145.8.134	443	TRUE	FRA	Europe	Frankfurt	257 ms	673 kB/s
155.248.196.123	443	TRUE	YVR	North America	Vancouver	172 ms	665 kB/s
34.116.161.88	443	TRUE	FRA	Europe	Frankfurt	277 ms	636 kB/s
130.162.54.117	443	TRUE	FRA	Europe	Frankfurt	265 ms	592 kB/s
129.159.84.71	443	TRUE	IAD	North America	Ashburn	300 ms	588 kB/s
204.216.105.106	8443	TRUE	YYZ	North America	Toronto	284 ms	543 kB/s
143.47.247.56	443	TRUE	FRA	Europe	Frankfurt	265 ms	512 kB/s
34.89.209.6	443	TRUE	FRA	Europe	Frankfurt	254 ms	467 kB/s
141.148.229.106	443	TRUE	AMS	Europe	Amsterdam	269 ms	464 kB/s
130.61.203.115	8443	TRUE	FRA	Europe	Frankfurt	256 ms	460 kB/s
34.105.3.218	443	TRUE	SEA	North America	Seattle	206 ms	457 kB/s
152.70.82.108	443	TRUE	NRT	Asia Pacific	Tokyo	227 ms	419 kB/s
34.118.67.148	443	TRUE	FRA	Europe	Frankfurt	274 ms	390 kB/s
34.91.155.132	443	TRUE	FRA	Europe	Frankfurt	245 ms	368 kB/s
34.118.46.204	443	TRUE	FRA	Europe	Frankfurt	252 ms	323 kB/s
34.65.106.25	443	TRUE	FRA	Europe	Frankfurt	246 ms	310 kB/s
138.3.254.39	443	TRUE	FRA	Europe	Frankfurt	267 ms	281 kB/s
158.180.25.74	443	TRUE	FRA	Europe	Frankfurt	282 ms	271 kB/s
34.123.83.237	443	TRUE	ORD	North America	Chicago	343 ms	221 kB/s
140.238.158.238	443	TRUE	YYZ	North America	Toronto	332 ms	182 kB/s
130.61.203.115	2053	TRUE	FRA	Europe	Frankfurt	255 ms	179 kB/s
130.61.239.203	443	TRUE	FRA	Europe	Frankfurt	277 ms	179 kB/s
129.159.197.137	8443	TRUE	FRA	Europe	Frankfurt	298 ms	176 kB/s
129.159.83.88	8443	TRUE	IAD	North America	Ashburn	290 ms	160 kB/s
146.56.157.246	443	TRUE	NRT	Asia Pacific	Tokyo	72 ms	150 kB/s
158.101.215.45	8443	TRUE	AMS	Europe	Amsterdam	252 ms	137 kB/s
129.159.47.255	443	TRUE	SJC	North America	San Jose	236 ms	131 kB/s
34.82.188.91	443	TRUE	SEA	North America	Seattle	200 ms	128 kB/s
158.101.169.13	2053	TRUE	FRA	Europe	Frankfurt	263 ms	118 kB/s
143.47.243.144	8443	TRUE	LHR	Europe	London	244 ms	109 kB/s
158.178.206.197	2053	TRUE	CDG	Europe	Paris	252 ms	99 kB/s
132.145.245.240	443	TRUE	FRA	Europe	Frankfurt	277 ms	99 kB/s
158.101.169.13	8443	TRUE	FRA	Europe	Frankfurt	267 ms	89 kB/s
140.238.158.238	8080	TRUE	YYZ	North America	Toronto	321 ms	83 kB/s
152.70.234.188	443	TRUE	NRT	Asia Pacific	Tokyo	73 ms	61 kB/s
34.163.89.60	2053	TRUE	CDG	Europe	Paris	432 ms	61 kB/s
158.101.175.51	8443	TRUE	FRA	Europe	Frankfurt	264 ms	60 kB/s
144.24.169.81	2053	TRUE	FRA	Europe	Frankfurt	267 ms	60 kB/s
144.24.173.250	2096	TRUE	FRA	Europe	Frankfurt	260 ms	57 kB/s
132.145.93.198	2083	TRUE	NRT	Asia Pacific	Tokyo	102 ms	54 kB/s
141.148.225.142	443	TRUE	AMS	Europe	Amsterdam	267 ms	48 kB/s
130.61.23.77	443	TRUE	FRA	Europe	Frankfurt	282 ms	45 kB/s
144.24.169.81	8443	TRUE	FRA	Europe	Frankfurt	267 ms	39 kB/s
141.144.232.159	443	TRUE	FRA	Europe	Frankfurt	266 ms	38 kB/s
144.24.173.250	8443	TRUE	FRA	Europe	Frankfurt	262 ms	37 kB/s
141.147.61.116	2053	TRUE	FRA	Europe	Frankfurt	254 ms	36 kB/s
130.61.107.238	8443	TRUE	FRA	Europe	Frankfurt	253 ms	30 kB/s
158.178.129.114	8443	TRUE	TLV	Middle East	Tel Aviv	268 ms	25 kB/s
150.230.20.156	8443	TRUE	AMS	Europe	Amsterdam	268 ms	16 kB/s
141.147.47.32	8443	TRUE	FRA	Europe	Frankfurt	261 ms	0 kB/s
158.101.98.60	2053	TRUE	IAD	North America	Ashburn	229 ms	0 kB/s
146.56.157.97	443	TRUE	NRT	Asia Pacific	Tokyo	71 ms	0 kB/s
34.32.224.139	443	TRUE	FRA	Europe	Frankfurt	265 ms	0 kB/s
140.83.86.166	443	TRUE	KIX	Asia Pacific	Osaka	237 ms	0 kB/s
34.154.179.84	443	TRUE	FRA	Europe	Frankfurt	239 ms	0 kB/s
146.56.161.229	443	TRUE	NRT	Asia Pacific	Tokyo	77 ms	0 kB/s
141.147.144.246	8080	TRUE	KIX	Asia Pacific	Osaka	237 ms	0 kB/s
146.56.102.163	443	TRUE	ICN	Asia Pacific	Seoul	152 ms	0 kB/s
35.198.112.191	443	TRUE	FRA	Europe	Frankfurt	244 ms	0 kB/s
141.144.253.109	443	TRUE	FRA	Europe	Frankfurt	269 ms	0 kB/s
138.2.61.180	443	TRUE	KIX	Asia Pacific	Osaka	229 ms	0 kB/s
84.235.169.234	443	TRUE	AMS	Europe	Amsterdam	272 ms	0 kB/s
150.136.61.148	443	TRUE	IAD	North America	Ashburn	261 ms	0 kB/s
64.110.104.30	443	TRUE	KIX	Asia Pacific	Osaka	223 ms	0 kB/s
152.70.235.207	443	TRUE	NRT	Asia Pacific	Tokyo	81 ms	0 kB/s
131.186.28.236	443	TRUE	NRT	Asia Pacific	Tokyo	101 ms	0 kB/s
129.146.7.98	443	TRUE	LAX	North America	Los Angeles	291 ms	0 kB/s
168.138.46.67	443	TRUE	KIX	Asia Pacific	Osaka	261 ms	0 kB/s
﻿IP地址	端口	TLS	数据中心	地区	城市	网络延迟	下载速度
140.238.19.2	443	FALSE	NRT	Asia Pacific	Tokyo	152 ms	9197 kB/s
152.70.155.147	2052	FALSE	LAX	North America	Los Angeles	253 ms	7271 kB/s
152.70.155.147	8080	FALSE	LAX	North America	Los Angeles	268 ms	6941 kB/s
152.70.155.147	2082	FALSE	LAX	North America	Los Angeles	247 ms	6735 kB/s
152.70.155.147	80	FALSE	LAX	North America	Los Angeles	254 ms	6421 kB/s
152.70.155.147	8880	FALSE	LAX	North America	Los Angeles	250 ms	6212 kB/s
152.70.155.147	2095	FALSE	LAX	North America	Los Angeles	270 ms	5688 kB/s
152.70.155.147	2086	FALSE	LAX	North America	Los Angeles	254 ms	5625 kB/s
146.56.133.140	2096	FALSE	NRT	Asia Pacific	Tokyo	78 ms	4190 kB/s
193.123.233.143	2083	FALSE	NRT	Asia Pacific	Tokyo	57 ms	3075 kB/s
140.238.29.117	443	FALSE	NRT	Asia Pacific	Tokyo	149 ms	2926 kB/s
140.83.57.116	8443	FALSE	KIX	Asia Pacific	Osaka	238 ms	2440 kB/s
130.162.61.18	80	FALSE	FRA	Europe	Frankfurt	278 ms	1765 kB/s
193.123.233.143	2096	FALSE	NRT	Asia Pacific	Tokyo	57 ms	1506 kB/s
146.56.162.25	80	FALSE	ICN	Asia Pacific	Seoul	73 ms	487 kB/s
34.160.118.77	80	FALSE	LAX	North America	Los Angeles	250 ms	293 kB/s
138.3.253.140	8080	FALSE	FRA	Europe	Frankfurt	254 ms	174 kB/s
158.179.164.17	2052	FALSE	ICN	Asia Pacific	Seoul	158 ms	107 kB/s
34.93.226.165	80	FALSE	BOM	Asia Pacific	Mumbai	437 ms	95 kB/s
34.49.199.30	80	FALSE	LAX	North America	Los Angeles	299 ms	78 kB/s
144.24.85.158	80	FALSE	ICN	Asia Pacific	Seoul	157 ms	77 kB/s
168.138.47.238	8443	FALSE	KIX	Asia Pacific	Osaka	210 ms	0 kB/s
152.67.222.250	80	FALSE	ICN	Asia Pacific	Seoul	165 ms	0 kB/s
141.147.147.28	80	FALSE	KIX	Asia Pacific	Osaka	227 ms	0 kB/s
﻿IP地址	端口	TLS	数据中心	地区	城市	网络延迟	下载速度
34.147.125.86	443	TRUE	FRA	Europe	Frankfurt	253 ms	6827 kB/s
34.141.57.63	443	TRUE	FRA	Europe	Frankfurt	244 ms	6655 kB/s
34.89.249.182	443	TRUE	FRA	Europe	Frankfurt	246 ms	6598 kB/s
34.90.11.5	443	TRUE	FRA	Europe	Frankfurt	257 ms	6552 kB/s
34.65.130.191	443	TRUE	FRA	Europe	Frankfurt	251 ms	6324 kB/s
34.91.141.104	443	TRUE	FRA	Europe	Frankfurt	246 ms	6290 kB/s
34.107.64.17	443	TRUE	FRA	Europe	Frankfurt	256 ms	6261 kB/s
34.154.27.200	443	TRUE	FRA	Europe	Frankfurt	232 ms	6175 kB/s
34.154.23.240	443	TRUE	FRA	Europe	Frankfurt	259 ms	6138 kB/s
34.118.46.204	443	TRUE	FRA	Europe	Frankfurt	273 ms	6106 kB/s
34.34.51.148	443	TRUE	FRA	Europe	Frankfurt	253 ms	6088 kB/s
34.116.255.60	443	TRUE	FRA	Europe	Frankfurt	270 ms	5978 kB/s
34.90.0.5	443	TRUE	FRA	Europe	Frankfurt	251 ms	5886 kB/s
34.159.28.199	443	TRUE	FRA	Europe	Frankfurt	231 ms	5810 kB/s
34.159.73.193	443	TRUE	FRA	Europe	Frankfurt	256 ms	5790 kB/s
34.116.145.131	443	TRUE	FRA	Europe	Frankfurt	251 ms	5740 kB/s
34.90.79.250	443	TRUE	FRA	Europe	Frankfurt	257 ms	5733 kB/s
34.89.163.70	443	TRUE	FRA	Europe	Frankfurt	253 ms	5733 kB/s
34.159.248.147	443	TRUE	FRA	Europe	Frankfurt	251 ms	5704 kB/s
35.204.225.94	443	TRUE	FRA	Europe	Frankfurt	257 ms	5617 kB/s
34.118.93.127	443	TRUE	FRA	Europe	Frankfurt	275 ms	5580 kB/s
34.65.158.214	443	TRUE	FRA	Europe	Frankfurt	242 ms	5524 kB/s
34.118.17.210	443	TRUE	FRA	Europe	Frankfurt	273 ms	5381 kB/s
35.198.85.198	443	TRUE	FRA	Europe	Frankfurt	239 ms	5259 kB/s
34.141.231.162	443	TRUE	FRA	Europe	Frankfurt	252 ms	5210 kB/s
35.234.91.97	443	TRUE	FRA	Europe	Frankfurt	245 ms	5205 kB/s
34.116.143.230	443	TRUE	FRA	Europe	Frankfurt	260 ms	5204 kB/s
34.154.233.248	443	TRUE	FRA	Europe	Frankfurt	248 ms	5185 kB/s
34.116.181.34	443	TRUE	FRA	Europe	Frankfurt	282 ms	5151 kB/s
34.91.27.34	443	TRUE	FRA	Europe	Frankfurt	251 ms	5112 kB/s
34.89.241.178	443	TRUE	FRA	Europe	Frankfurt	244 ms	5110 kB/s
34.118.69.177	443	TRUE	FRA	Europe	Frankfurt	263 ms	4911 kB/s
34.118.99.127	443	TRUE	FRA	Europe	Frankfurt	253 ms	4892 kB/s
34.32.211.101	443	TRUE	FRA	Europe	Frankfurt	255 ms	4856 kB/s
34.118.77.221	443	TRUE	FRA	Europe	Frankfurt	276 ms	4818 kB/s
34.116.151.200	443	TRUE	FRA	Europe	Frankfurt	265 ms	4776 kB/s
34.154.215.170	443	TRUE	FRA	Europe	Frankfurt	255 ms	4684 kB/s
34.118.25.207	443	TRUE	FRA	Europe	Frankfurt	261 ms	4667 kB/s
35.234.102.226	443	TRUE	FRA	Europe	Frankfurt	258 ms	4665 kB/s
34.118.107.80	443	TRUE	FRA	Europe	Frankfurt	264 ms	4629 kB/s
34.159.127.233	443	TRUE	FRA	Europe	Frankfurt	252 ms	4599 kB/s
34.118.103.40	443	TRUE	FRA	Europe	Frankfurt	264 ms	4532 kB/s
34.118.67.168	443	TRUE	FRA	Europe	Frankfurt	276 ms	4471 kB/s
34.118.105.92	443	TRUE	FRA	Europe	Frankfurt	258 ms	4469 kB/s
34.118.122.67	443	TRUE	FRA	Europe	Frankfurt	258 ms	4420 kB/s
34.159.20.254	443	TRUE	FRA	Europe	Frankfurt	240 ms	4258 kB/s
35.204.49.26	443	TRUE	FRA	Europe	Frankfurt	267 ms	4117 kB/s
34.116.174.159	443	TRUE	FRA	Europe	Frankfurt	273 ms	4076 kB/s
34.159.143.68	443	TRUE	FRA	Europe	Frankfurt	259 ms	4037 kB/s
34.159.84.89	443	TRUE	FRA	Europe	Frankfurt	276 ms	3950 kB/s
34.118.107.144	443	TRUE	FRA	Europe	Frankfurt	266 ms	3934 kB/s
34.159.85.159	443	TRUE	FRA	Europe	Frankfurt	246 ms	3920 kB/s
34.118.87.93	443	TRUE	FRA	Europe	Frankfurt	271 ms	3827 kB/s
34.32.255.92	443	TRUE	FRA	Europe	Frankfurt	260 ms	3788 kB/s
34.116.188.200	443	TRUE	FRA	Europe	Frankfurt	264 ms	3697 kB/s
34.159.126.198	443	TRUE	FRA	Europe	Frankfurt	259 ms	2543 kB/s
34.154.83.3	443	TRUE	FRA	Europe	Frankfurt	245 ms	2380 kB/s
34.116.222.152	443	TRUE	FRA	Europe	Frankfurt	276 ms	2330 kB/s
34.154.8.144	443	TRUE	FRA	Europe	Frankfurt	247 ms	2313 kB/s
34.116.189.137	443	TRUE	FRA	Europe	Frankfurt	251 ms	2226 kB/s
34.118.24.29	443	TRUE	FRA	Europe	Frankfurt	261 ms	2073 kB/s
34.159.76.62	443	TRUE	FRA	Europe	Frankfurt	236 ms	2054 kB/s
34.159.215.213	443	TRUE	FRA	Europe	Frankfurt	248 ms	1872 kB/s
34.159.55.116	443	TRUE	FRA	Europe	Frankfurt	262 ms	1826 kB/s
34.32.162.203	443	TRUE	FRA	Europe	Frankfurt	242 ms	1823 kB/s
34.116.195.95	443	TRUE	FRA	Europe	Frankfurt	263 ms	1686 kB/s
34.118.53.218	443	TRUE	FRA	Europe	Frankfurt	249 ms	1600 kB/s
35.247.124.181	443	TRUE	SEA	North America	Seattle	211 ms	1577 kB/s
34.116.181.113	443	TRUE	FRA	Europe	Frankfurt	262 ms	1360 kB/s
34.159.163.244	443	TRUE	FRA	Europe	Frankfurt	260 ms	1356 kB/s
35.230.79.26	443	TRUE	SEA	North America	Seattle	218 ms	1212 kB/s
34.116.212.119	443	TRUE	FRA	Europe	Frankfurt	261 ms	1184 kB/s
34.82.76.253	443	TRUE	SEA	North America	Seattle	217 ms	1068 kB/s
34.159.161.59	443	TRUE	FRA	Europe	Frankfurt	254 ms	969 kB/s
34.116.200.248	443	TRUE	FRA	Europe	Frankfurt	282 ms	896 kB/s
34.116.240.170	443	TRUE	FRA	Europe	Frankfurt	260 ms	774 kB/s
34.116.255.233	443	TRUE	FRA	Europe	Frankfurt	253 ms	546 kB/s
34.116.252.167	443	TRUE	FRA	Europe	Frankfurt	264 ms	493 kB/s
34.34.50.184	443	TRUE	FRA	Europe	Frankfurt	253 ms	460 kB/s
34.34.41.225	443	TRUE	FRA	Europe	Frankfurt	267 ms	393 kB/s
34.65.118.63	443	TRUE	FRA	Europe	Frankfurt	247 ms	377 kB/s
34.65.167.137	443	TRUE	FRA	Europe	Frankfurt	253 ms	368 kB/s
34.116.239.30	443	TRUE	FRA	Europe	Frankfurt	285 ms	317 kB/s
34.65.170.6	443	TRUE	FRA	Europe	Frankfurt	244 ms	294 kB/s
34.89.209.6	443	TRUE	FRA	Europe	Frankfurt	253 ms	278 kB/s
35.246.229.133	443	TRUE	FRA	Europe	Frankfurt	241 ms	272 kB/s
34.32.242.118	443	TRUE	FRA	Europe	Frankfurt	247 ms	233 kB/s
35.242.239.61	443	TRUE	FRA	Europe	Frankfurt	244 ms	233 kB/s
34.65.149.240	443	TRUE	FRA	Europe	Frankfurt	258 ms	230 kB/s
34.32.172.190	443	TRUE	FRA	Europe	Frankfurt	256 ms	217 kB/s
34.118.22.25	443	TRUE	FRA	Europe	Frankfurt	263 ms	211 kB/s
34.89.238.170	443	TRUE	FRA	Europe	Frankfurt	246 ms	198 kB/s
34.65.51.214	443	TRUE	FRA	Europe	Frankfurt	251 ms	198 kB/s
34.107.1.24	443	TRUE	FRA	Europe	Frankfurt	248 ms	198 kB/s
34.65.106.25	443	TRUE	FRA	Europe	Frankfurt	247 ms	195 kB/s
34.116.137.137	443	TRUE	FRA	Europe	Frankfurt	257 ms	195 kB/s
34.107.73.97	443	TRUE	FRA	Europe	Frankfurt	250 ms	179 kB/s
34.90.123.123	443	TRUE	FRA	Europe	Frankfurt	252 ms	179 kB/s
34.141.129.84	443	TRUE	FRA	Europe	Frankfurt	260 ms	173 kB/s
34.118.12.204	443	TRUE	FRA	Europe	Frankfurt	283 ms	169 kB/s
34.118.100.60	443	TRUE	FRA	Europe	Frankfurt	287 ms	169 kB/s
34.118.56.112	443	TRUE	FRA	Europe	Frankfurt	269 ms	166 kB/s
34.32.235.221	443	TRUE	FRA	Europe	Frankfurt	261 ms	163 kB/s
34.65.229.117	443	TRUE	FRA	Europe	Frankfurt	248 ms	160 kB/s
34.107.31.245	443	TRUE	FRA	Europe	Frankfurt	249 ms	157 kB/s
34.65.113.46	443	TRUE	FRA	Europe	Frankfurt	257 ms	147 kB/s
34.141.27.54	443	TRUE	FRA	Europe	Frankfurt	247 ms	147 kB/s
34.107.103.93	443	TRUE	FRA	Europe	Frankfurt	243 ms	144 kB/s
35.198.183.150	443	TRUE	FRA	Europe	Frankfurt	244 ms	140 kB/s
34.118.93.116	443	TRUE	FRA	Europe	Frankfurt	265 ms	140 kB/s
34.118.127.239	443	TRUE	FRA	Europe	Frankfurt	264 ms	137 kB/s
34.65.230.145	443	TRUE	FRA	Europe	Frankfurt	249 ms	137 kB/s
34.141.115.112	443	TRUE	FRA	Europe	Frankfurt	258 ms	134 kB/s
34.118.21.204	443	TRUE	FRA	Europe	Frankfurt	261 ms	134 kB/s
34.118.19.99	443	TRUE	FRA	Europe	Frankfurt	254 ms	132 kB/s
34.118.104.85	443	TRUE	FRA	Europe	Frankfurt	268 ms	131 kB/s
34.34.33.127	443	TRUE	FRA	Europe	Frankfurt	260 ms	131 kB/s
34.65.45.164	443	TRUE	FRA	Europe	Frankfurt	238 ms	131 kB/s
34.118.123.180	443	TRUE	FRA	Europe	Frankfurt	268 ms	128 kB/s
34.154.205.28	443	TRUE	FRA	Europe	Frankfurt	260 ms	125 kB/s
35.204.33.92	443	TRUE	FRA	Europe	Frankfurt	254 ms	125 kB/s
35.197.23.75	443	TRUE	SEA	North America	Seattle	211 ms	121 kB/s
34.154.179.84	443	TRUE	FRA	Europe	Frankfurt	250 ms	118 kB/s
35.198.114.188	443	TRUE	FRA	Europe	Frankfurt	241 ms	115 kB/s
34.118.117.182	443	TRUE	FRA	Europe	Frankfurt	253 ms	115 kB/s
34.32.236.208	443	TRUE	FRA	Europe	Frankfurt	259 ms	115 kB/s
34.116.152.58	443	TRUE	FRA	Europe	Frankfurt	273 ms	112 kB/s
34.65.19.59	443	TRUE	FRA	Europe	Frankfurt	243 ms	99 kB/s
34.154.214.184	443	TRUE	FRA	Europe	Frankfurt	240 ms	96 kB/s
34.118.50.141	443	TRUE	FRA	Europe	Frankfurt	261 ms	96 kB/s
34.91.251.139	443	TRUE	FRA	Europe	Frankfurt	251 ms	96 kB/s
34.141.67.44	443	TRUE	FRA	Europe	Frankfurt	241 ms	93 kB/s
34.118.68.149	443	TRUE	FRA	Europe	Frankfurt	261 ms	89 kB/s
34.90.57.238	443	TRUE	FRA	Europe	Frankfurt	250 ms	86 kB/s
34.65.92.134	443	TRUE	FRA	Europe	Frankfurt	241 ms	86 kB/s
34.154.176.199	443	TRUE	FRA	Europe	Frankfurt	242 ms	86 kB/s
34.154.158.134	443	TRUE	FRA	Europe	Frankfurt	251 ms	80 kB/s
34.154.158.199	443	TRUE	FRA	Europe	Frankfurt	249 ms	70 kB/s
34.154.150.141	443	TRUE	FRA	Europe	Frankfurt	237 ms	70 kB/s
34.154.64.122	443	TRUE	FRA	Europe	Frankfurt	259 ms	70 kB/s
34.154.11.107	443	TRUE	FRA	Europe	Frankfurt	241 ms	64 kB/s
34.154.240.154	443	TRUE	FRA	Europe	Frankfurt	242 ms	61 kB/s
34.118.65.97	443	TRUE	FRA	Europe	Frankfurt	257 ms	57 kB/s
34.154.135.173	443	TRUE	FRA	Europe	Frankfurt	249 ms	51 kB/s
34.163.89.60	2053	TRUE	CDG	Europe	Paris	436 ms	46 kB/s
34.118.45.49	443	TRUE	FRA	Europe	Frankfurt	254 ms	46 kB/s
34.118.21.191	443	TRUE	FRA	Europe	Frankfurt	263 ms	46 kB/s
34.141.6.85	443	TRUE	FRA	Europe	Frankfurt	253 ms	46 kB/s
34.118.110.163	443	TRUE	FRA	Europe	Frankfurt	263 ms	46 kB/s
34.147.33.140	443	TRUE	FRA	Europe	Frankfurt	263 ms	46 kB/s
34.118.61.68	443	TRUE	FRA	Europe	Frankfurt	262 ms	42 kB/s
34.118.17.76	443	TRUE	FRA	Europe	Frankfurt	272 ms	41 kB/s
34.154.189.54	443	TRUE	FRA	Europe	Frankfurt	261 ms	38 kB/s
34.123.83.237	443	TRUE	ORD	North America	Chicago	342 ms	21 kB/s
34.154.169.134	443	TRUE	FRA	Europe	Frankfurt	253 ms	16 kB/s
34.141.236.10	443	TRUE	FRA	Europe	Frankfurt	256 ms	13 kB/s
34.116.141.181	443	TRUE	FRA	Europe	Frankfurt	259 ms	9 kB/s
34.66.72.229	443	TRUE	ORD	North America	Chicago	343 ms	9 kB/s
34.32.224.139	443	TRUE	FRA	Europe	Frankfurt	261 ms	0 kB/s
34.116.152.220	443	TRUE	FRA	Europe	Frankfurt	273 ms	0 kB/s
34.91.149.210	443	TRUE	FRA	Europe	Frankfurt	281 ms	0 kB/s
34.116.196.218	443	TRUE	FRA	Europe	Frankfurt	280 ms	0 kB/s
34.116.216.251	443	TRUE	FRA	Europe	Frankfurt	274 ms	0 kB/s
34.89.241.158	443	TRUE	FRA	Europe	Frankfurt	248 ms	0 kB/s
34.116.137.3	443	TRUE	FRA	Europe	Frankfurt	253 ms	0 kB/s
35.234.126.26	443	TRUE	FRA	Europe	Frankfurt	237 ms	0 kB/s
34.154.123.114	443	TRUE	FRA	Europe	Frankfurt	240 ms	0 kB/s
34.159.134.234	443	TRUE	FRA	Europe	Frankfurt	246 ms	0 kB/s
34.65.92.255	443	TRUE	FRA	Europe	Frankfurt	265 ms	0 kB/s
34.118.20.131	443	TRUE	FRA	Europe	Frankfurt	269 ms	0 kB/s
34.65.81.135	443	TRUE	FRA	Europe	Frankfurt	255 ms	0 kB/s
34.65.38.175	443	TRUE	FRA	Europe	Frankfurt	245 ms	0 kB/s
34.118.90.82	443	TRUE	FRA	Europe	Frankfurt	274 ms	0 kB/s
34.107.12.181	443	TRUE	FRA	Europe	Frankfurt	262 ms	0 kB/s
35.204.164.131	443	TRUE	FRA	Europe	Frankfurt	264 ms	0 kB/s
﻿IP地址	端口	TLS	数据中心	地区	城市	网络延迟	下载速度
35.247.124.181	80	FALSE	SEA	North America	Seattle	197 ms	7761 kB/s
34.160.118.77	80	FALSE	LAX	North America	Los Angeles	201 ms	4541 kB/s
34.49.212.232	80	FALSE	LAX	North America	Los Angeles	317 ms	2532 kB/s
34.36.183.121	80	FALSE	LAX	North America	Los Angeles	171 ms	1085 kB/s
34.93.79.152	80	FALSE	BOM	Asia Pacific	Mumbai	450 ms	844 kB/s
34.49.199.30	80	FALSE	LAX	North America	Los Angeles	202 ms	605 kB/s
34.102.111.127	80	FALSE	LAX	North America	Los Angeles	296 ms	559 kB/s
34.105.49.234	80	FALSE	SEA	North America	Seattle	196 ms	332 kB/s
34.111.135.19	80	FALSE	LAX	North America	Los Angeles	180 ms	293 kB/s
34.110.234.120	80	FALSE	LAX	North America	Los Angeles	185 ms	251 kB/s
35.232.39.116	80	FALSE	DFW	North America	Dallas	348 ms	218 kB/s
34.82.76.253	80	FALSE	SEA	North America	Seattle	202 ms	114 kB/s
34.93.226.165	80	FALSE	BOM	Asia Pacific	Mumbai	449 ms	85 kB/s
﻿IP地址	端口	TLS	数据中心	地区	城市	网络延迟	下载速度
34.82.188.91	443	TRUE	SEA	North America	Seattle	200 ms	8073 kB/s
35.247.124.181	443	TRUE	SEA	North America	Seattle	208 ms	7016 kB/s
35.204.211.243	443	TRUE	FRA	Europe	Frankfurt	250 ms	6922 kB/s
34.32.236.208	443	TRUE	FRA	Europe	Frankfurt	265 ms	6792 kB/s
34.82.76.253	443	TRUE	SEA	North America	Seattle	194 ms	6778 kB/s
34.154.176.199	443	TRUE	FRA	Europe	Frankfurt	234 ms	6636 kB/s
34.118.46.204	443	TRUE	FRA	Europe	Frankfurt	256 ms	6434 kB/s
34.65.19.59	443	TRUE	FRA	Europe	Frankfurt	240 ms	6346 kB/s
34.118.67.168	443	TRUE	FRA	Europe	Frankfurt	281 ms	6175 kB/s
34.32.211.101	443	TRUE	FRA	Europe	Frankfurt	257 ms	6107 kB/s
34.116.238.23	443	TRUE	FRA	Europe	Frankfurt	260 ms	5789 kB/s
34.116.178.230	443	TRUE	FRA	Europe	Frankfurt	267 ms	5605 kB/s
34.154.86.247	443	TRUE	FRA	Europe	Frankfurt	246 ms	5596 kB/s
